type,code,parent_code,name_uz,name_uz_cyril,name_ru,name_kaa,deleted
PROFESSION,7930,,Qush go’shtini bo’laklovchi,Қуш гўштини бўлакловчи,Обвальщик тушек птицы,Qush góshtini bólaklawshı,false
PROFESSION,7778,,Havo kemalarining aviatsiya va radioelektron jihozlariga texnik xizmat ko’rsatish bo’yicha aviatsiya mexanigi (texnik),Ҳаво кемаларининг авиация ва радиоэлектрон жиҳозларига техник хизмат кўрсатиш бўйича авиация механиги (техник),Авиационный механик (техник) по техническому обслуживанию авиационного и радиоэлектронного оборудования воздушных судов,Hawa kemalarinıń aviaciya hám radioelektron jihozlariga texnik xızmet kórsetiw boyınsha aviaciya mexanigi (texnik),false
PROFESSION,7779,,Dozimetrchi,Дозиметрчи,Дозиметрист,Dozimetrshı,false
PROFESSION,7780,,Izolyatorlarni yopishtiruvchi,Изоляторларни ёпиштирувчи,Заварщик изоляторов,Izolyatorlardı yopishtirıwshı,false
PROFESSION,7781,,YUqori chastotali induktorda yopishtiruvchi,Юқори частотали индукторда ёпиштирувчи,Заварщик на высокочастотном индукторе,Joqarı chastotali induktorda yopishtirıwshı,false
PROFESSION,7782,,Yarimo’tkazgichli asboblarni payvandlovchi,Яримўтказгичли асбобларни пайвандловчи,Заварщик полупроводниковых приборов,Yarimótkazgichli asboblardı kepserlewshi,false
PROFESSION,7783,,Elektrovakuum priborlarni (asboblarni) payvandlovchi,Электровакуум приборларни (асбобларни) пайвандловчи,Заварщик электровакуумных приборов,Elektrovakuum priborlardı (asboblardı) kepserlewshi,false
PROFESSION,7784,,Tayyorlovchi,Тайёрловчи,Заготовщик,Tayarlawshı,false
PROFESSION,7785,,Elektron texnikasini ishlab chiqarishda tayyorlovchi,Электрон техникасини ишлаб чиқаришда тайёрловчи,Заготовщик в производстве электронной техники,Elektron texnikasini óndiriste tayarlawshı,false
PROFESSION,7786,,Kompaundlar bilan quyuvchi,Компаундлар билан қуювчи,Заливщик компаундами,Kompaundlar menen quyıwshı,false
PROFESSION,7787,,TSokollarni quyuvchi,Цоколларни қуювчи,Заливщик цоколей,TSokollardı quyıwshı,false
PROFESSION,7788,,Tozalovchi,Тозаловчи,Зачистчик,Tazalawshı,false
PROFESSION,7789,,Tenzorezistorlarni tayyorlovchi,Тензорезисторларни тайёрловчи,Изготовитель тензорезисторов,Tenzorezistorlardı tayarlawshı,false
PROFESSION,7790,,To’g’rilagichlar va elementlarni o’lchovchi,Тўғрилагичлар ва элементларни ўлчовчи,Измеритель выпрямителей и элементов,Tóǵrilagichlar hám elementlardı ólchovshı,false
PROFESSION,7791,,Magnit xususiyatini o’lchovchi,Магнит хусусиятини ўлчовчи,Измеритель магнитных свойств,Magnit xususiyatini ólchovshı,false
PROFESSION,7792,,Mikromodullarning elektrik ko’rsatkichlarini o’lchovchi,Микромодулларнинг электрик кўрсаткичларини ўлчовчи,Измеритель электрических параметров микромодулей,Mikromodullarnıń elektrik kórsatkichların ólchovshı,false
PROFESSION,7793,,Elektrofizik ko’rsatkichlarni o’lchovchi,Электрофизик кўрсаткичларни ўлчовчи,Измеритель электрофизических параметров,Elektrofizik kórsatkichlardı ólchovshı,false
PROFESSION,7794,,"Agregatlar, asboblar va sezgir elementlar sinovchisi","Агрегатлар, асбоблар ва сезгир элементлар синовчиси","Испытатель агрегатов, приборов и чувствительных элементов","Agregatlar, ásbaplar hám sezgir elementlar sinovshısı",false
PROFESSION,7795,,Vakuum qoplamalarni sinovchi (yupqa plenkalarni),Вакуум қопламаларни синовчи (юпқа пленкаларни),Испытатель вакуумных покрытий (тонких пленок),Vakuum qoplamalardı sınawshı (yupqa plenkalardı),false
PROFESSION,7984,,Karamel ishlab chiqaruvchi,Карамел ишлаб чиқарувчи,Изготовитель карамели,Karamel óndiriwshi,false
PROFESSION,7796,,Detallar va priborlarni sinovchi,Деталлар ва приборларни синовчи,Испытатель деталей и приборов,Detallar hám priborlardı sınawshı,false
PROFESSION,7797,,Selen ishlab chiqarish sinovchisi,Селен ишлаб чиқариш синовчиси,Испытатель селенового производства,Selen óndiris sinovshısı,false
PROFESSION,7798,,Magnit o’tkazgichlarini kalibrlovchi,Магнит ўтказгичларини калибрловчи,Калибровщик магнитопроводов,Magnit ótkazgichların kalibrlawshı,false
PROFESSION,7799,,Magnit o’tkazgichlarini va slyudalar kalibrlovchi,Магнит ўтказгичларини ва слюдалар калибрловчи,Калибровщик магнитопроводов и слюды,Magnit ótkazgichların hám slyudalar kalibrlawshı,false
PROFESSION,7800,,Kleylovchi-presslovchi,Клейловчи-прессловчи,Клейщик-опрессовщик,Kleylawshı-presslawshı,false
PROFESSION,7801,,Elektron texnika jihozlarini jamlovchi,Электрон техника жиҳозларини жамловчи,Комплектовщик изделий электронной техники,Elektron texnika úskenelerin jamlawshı,false
PROFESSION,7802,,Ultratovush texnikasi laboranti,Ултратовуш техникаси лаборанти,Лаборант по ультразвуковой технике,Ultratovush texnikası laborantı,false
PROFESSION,7803,,Laborant-elektroakustik,Лаборант-электроакустик,Лаборант-электроакустик,Laborant-elektroakustik,false
PROFESSION,7804,,"Elektro’lchov asboblari, priborlari va avtomatikasini ta’mirlash va montaji bo’yicha usta","Электрўлчов асбоблари, приборлари ва автоматикасини таъмирлаш ва монтажи бўйича уста","Мастер по монтажу и ремонту электрооборудования, электроизмерительных приборов и автоматики","Elektrólchov asbobları, priborları hám avtomatikasini ońlaw hám montaji boyınsha usta",false
PROFESSION,7806,,Ovoz texnikasiga xizmat ko’rsatish bo’yicha mexanik,Овоз техникасига хизмат кўрсатиш бўйича механик,Механик по обслуживанию звуковой техники,Dawıs texnikasiga xızmet kórsetiw boyınsha mexanik,false
PROFESSION,7807,,Kinotelevizion qurilmalarga xizmat ko’rsatish bo’yicha mexanik,Кинотелевизион қурилмаларга хизмат кўрсатиш бўйича механик,Механик по обслуживанию кинотелевизионного оборудования,Kinotelevizion qurilmalarga xızmet kórsetiw boyınsha mexanik,false
PROFESSION,7808,,Tasvirga olish texnikasiga xizmat ko’rsatish bo’yicha mexanik,Тасвирга олиш техникасига хизмат кўрсатиш бўйича механик,Механик по обслуживанию съемочной техники,Súwretke alıw texnikasiga xızmet kórsetiw boyınsha mexanik,false
PROFESSION,7809,,Kinotexnologiya qurilmalarini ta’mirlash va ularga xizmat ko’rsatish bo’yicha mexanik,Кинотехнология қурилмаларини таъмирлаш ва уларга хизмат кўрсатиш бўйича механик,Механик по ремонту и обслуживанию кинотехнологического оборудования,Kinotexnologiya qurılmaların ońlaw hám olarǵa xızmet kórsetiw boyınsha mexanik,false
PROFESSION,7810,,Kislota eritmasi bilan kolbalarni yuvuvchi,Кислота эритмаси билан колбаларни ювувчи,Мойщик колб с применением кислотных растворов,Kislota eritmasi menen kolbalardı juwıwshı,false
PROFESSION,7811,,Komp’yuter texnikasi montajchisi,Компьютер техникаси монтажчиси,Монтажник компьютерной техники,Kompyuter texnikası montajshısı,false
PROFESSION,7812,,Mikromodullar montajchisi,Микромодуллар монтажчиси,Монтажник микромодулей,Mikromodullar montajshısı,false
PROFESSION,7813,,Mikroprotsessor va optik-tolali texnika montajchisi,Микропроцессор ва оптик-толали техника монтажчиси,Монтажник микропроцессорной и волоконно-оптической техники,Mikroprotsessor hám optikalıq-tolali texnika montajshısı,false
PROFESSION,7814,,"Avtomatik nazorat, rostlash va boshqarish asboblari va apparaturalari montajchisi","Автоматик назорат, ростлаш ва бошқариш асбоблари ва аппаратуралари монтажчиси","Монтажник приборов и аппаратуры автоматического контроля, регулирования и управления","Avtomat qadaǵalaw, rostlash hám basqarıw asbobları hám apparaturaları montajshısı",false
PROFESSION,7815,,Uchish apparatlarining radio- va maxsus qurilmalari montajchisi,Учиш аппаратларининг радио- ва махсус қурилмалари монтажчиси,Монтажник радио и специального оборудования летательных аппаратов,Ushıw apparatlarinıń radio- hám arnawlı qurılmaları montajshısı,false
PROFESSION,7816,,Aloqa montajchisi-antennachi,Алоқа монтажчиси-антенначи,Монтажник связи-антеннщик,Baylanıs montajshısı-antennashı,false
PROFESSION,7817,,Selenli to’g’rilagichlar montajchisi,Селенли тўғрилагичлар монтажчиси,Монтажник селеновых выпрямителей,Selenli tóǵrilagichlar montajshısı,false
PROFESSION,7818,,Tenzorezistor montajchisi,Тензорезистор монтажчиси,Монтажник тензорезисторов,Tenzorezistor montajshısı,false
PROFESSION,7819,,Elektrovakuum moslamalari montajchisi,Электровакуум мосламалари монтажчиси,Монтажник электровакуумных приборов,Elektrovakuum moslamaları montajshısı,false
PROFESSION,7820,,Xotira elementlarini ferritlarga biriktiruvchi,Хотира элементларини ферритларга бириктирувчи,Монтажник элементов памяти на ферритах,Xotira elementların ferritlarga biriktirıwshı,false
PROFESSION,7821,,Tashqi armaturani biriktiruvchi-montajchi,Ташқи арматурани бириктирувчи-монтажчи,Монтажник-установщик внешней арматуры,Sırtqı armaturani biriktirıwshı-montajshı,false
PROFESSION,7822,,CHiqarmalarni payvandlash avtomatlari sozlovchisi,Чиқармаларни пайвандлаш автоматлари созловчиси,Наладчик автоматов сварки выводов,CHiqarmalardı kepserlew avtomatları sazlawshısı,false
PROFESSION,7823,,Gefizik apparatlar sozlovchisi,Гефизик аппаратлар созловчиси,Наладчик геофизической аппаратуры,Gefizik apparatlar sazlawshısı,false
PROFESSION,7824,,Nazorat-o’lchov priborlari va avtomatlashtirish sozlovchisi,Назорат-ўлчов приборлари ва автоматлаштириш созловчиси,Наладчик контрольно-измерительных приборов и автоматики,Qadaǵalaw-ólchov priborları hám avtomatlastırıw sazlawshısı,false
PROFESSION,7825,,Texnologik qurilmalarni sozlovchi,Технологик қурилмаларни созловчи,Наладчик технологического оборудования,Texnologiyalıq qurılmalardı sazlawshı,false
PROFESSION,7826,,Zaryadlangan zarralarni tezlantirgichi sozlovchisi,Зарядланган зарраларни тезлантиргичи созловчиси,Наладчик ускорителей заряженных частиц,Zaryadlangan zarralardı tezlantirgishı sazlawshısı,false
PROFESSION,7827,,Sinov jihozlarini yig’uvchi-sozlovchi,Синов жиҳозларини йиғувчи-созловчи,Наладчик-монтажник испытательного оборудования,Sınaw úskenelerin jıynawshı-sazlawshı,false
PROFESSION,7828,,Kondensator seksiyalarini o’rovchi,Конденсатор секцияларини ўровчи,Намотчик секций конденсаторов,Kondensator seksiyaların orawshı,false
PROFESSION,7829,,Yarimo’tkazgichli uskunalarni sozlovchi,Яримўтказгичли ускуналарни созловчи,Настройщик полупроводниковых приборов,Yarimótkazgichli uskunalardı sazlawshı,false
PROFESSION,7830,,Elektron texnika asbobolarini sozlovchi,Электрон техника асбоболарини созловчи,Настройщик приборов электронной техники,Elektron texnika asboboların sazlawshı,false
PROFESSION,7831,,P’yezorezonatorlarni sozlovchi,Пьезорезонаторларни созловчи,Настройщик пьезорезонаторов,P'yezorezonatorlardı sazlawshı,false
PROFESSION,7832,,Elektr biriktiruvchilarni toblovchi,Электр бириктирувчиларни тобловчи,Обжигальщик электросоединителей,Elektr biriktiruvchilardı toblawshı,false
PROFESSION,7833,,Lazerli golografik qurilmalar operatori,Лазерли голографик қурилмалар оператори,Оператор лазерной голографической установки,Lazerli golografik qurılmalar operatorı,false
PROFESSION,7834,,Rezistorlarni shishalovchi,Резисторларни шишаловчи,Остекловщик резисторов,Rezistorlardı shishalawshı,false
PROFESSION,7835,,So’ruvchi-vakuumchi,Сўрувчи-вакуумчи,Откачник-вакуумщик,Sórıwshı-vakuumshı,false
PROFESSION,7836,,Planimetrist,Планиметрист,Планиметрист,Planimetrist,false
PROFESSION,7837,,Detallar va uzellarni yuvuvchi,Деталлар ва узелларни ювувчи,Промывщик деталей и узлов,Detallar hám uzellardı juwıwshı,false
PROFESSION,7838,,Buyumlarni artuvchi,Буюмларни артувчи,Протирщик изделий,Buyımlardı artıwshı,false
PROFESSION,7839,,Elektrovakuum priborlarni artuvchi,Электровакуум приборларни артувчи,Протирщик электровакуумных приборов,Elektrovakuum priborlardı artıwshı,false
PROFESSION,7859,,"Sxemali jgutlar, kabellar va shnurlar to’quvchisi","Схемали жгутлар, кабеллар ва шнурлар тўқувчиси","Вязальщик схемных жгутов, кабелей и шнуров","Sxemali jgutlar, kabellar hám shnurlar tóquvshısı",false
PROFESSION,7840,,Radiotelevizion apparaturaga xizmat ko’rsatish va ta’mirlash bo’yicha radiomexanik,Радиотелевизион аппаратурага хизмат кўрсатиш ва таъмирлаш бўйича радиомеханик,Радиомеханик по обслуживанию и ремонту радиотелевизионной аппаратуры,Radiotelevizion apparaturaga xızmet kórsetiw hám ońlaw boyınsha radiomexanik,false
PROFESSION,7841,,Radioelektron qurilmalarni ta’mirlash bo’yicha radiomexanik,Радиоэлектрон қурилмаларни таъмирлаш бўйича радиомеханик,Радиомеханик по ремонту радиоэлектронного оборудования,Radioelektron qurılmalardı ońlaw boyınsha radiomexanik,false
PROFESSION,7842,,Radioelektron apparatlar va asboblarni ta’mirlovchi radiomexanik,Радиоэлектрон аппаратлар ва асбобларни таъмирловчи радиомеханик,Радиомеханик по ремонту радиоэлектронной аппаратуры и приборов,Radioelektron apparatlar hám asboblardı ońlawshı radiomexanik,false
PROFESSION,7844,,Televideniya va radioeshittirish tarmoqlariga xizmat ko’rsatish bo’yicha radiomontyor,Телевидения ва радиоэшиттириш тармоқларига хизмат кўрсатиш бўйича радиомонтёр,Радиомонтер по обслуживанию сетей телевидения и радиовещания,Televideniya hám radioeshittirish tarmoqlariga xızmet kórsetiw boyınsha radiomontyor,false
PROFESSION,7845,,Radist,Радист,Радист,Radist,false
PROFESSION,7846,,Radiolokatorchi-radist,Радиолокаторчи-радист,Радист-радиолокаторщик,Radiolokatorshı-radist,false
PROFESSION,7847,,P’yezokvars xomashyosini belgilovchi,Пьезокварц хомашёсини белгиловчи,Разметчик пьезокварцевого сырья,P'yezokvars shiyki zatın belgilawshı,false
PROFESSION,7848,,Aviatsiya qurollarini ta’mirlovchi chilangar-elektromexanik,Авиация қуролларини таъмирловчи чилангар-электромеханик,Слесарь-электромеханик по ремонту авиационного вооружения,Aviaciya qurolların ońlawshı slesar-elektromexanik,false
PROFESSION,7850,,Elektron va kvarsli soatlarni ta’mirlovchi soatsoz,Электрон ва кварцли соатларни таъмирловчи соатсоз,Часовщик по ремонту электронных и кварцевых часов,Elektron hám kvarsli soatlardı ońlawshı soatsoz,false
PROFESSION,7851,,Televizion qurilmalarni ta’mirlash va ularga xizmat ko’rsatuvchi elektromexanik,Телевизион қурилмаларни таъмирлаш ва уларга хизмат кўрсатувчи электромеханик,Электромеханик по обслуживанию и ремонту телевизионного оборудования,Televizion qurılmalardı ońlaw hám olarǵa xızmet kórsatıwshı elektromexanik,false
PROFESSION,7852,,Maishiy elektr jihozlarini ta’mirlovchi elektromexanik,Маиший электр жиҳозларини таъмирловчи электромеханик,Электромеханик по ремонту бытового электрооборудования,Turmıslıq elektr úskenelerin ońlawshı elektromexanik,false
PROFESSION,7853,,Avtomatik vositalar va texnologik qurilmalar priborlari bo’yicha elektromexanik,Автоматик воситалар ва технологик қурилмалар приборлари бўйича электромеханик,Электромеханик по средствам автоматики и приборам технологического оборудования,Avtomat vositalar hám texnologiyalıq qurılmalar priborları boyınsha elektromexanik,false
PROFESSION,7854,,Elektron-mexanik soatlar bloklari elektrmontajchisi,Электрон-механик соатлар блоклари электрмонтажчиси,Электромонтажник блоков электронно-механических часов,Elektron-mexanik soatlar blokları elektrmontajshısı,false
PROFESSION,7855,,Kema elektrmontajchisi,Кема электрмонтажчиси,Электромонтажник судовой,Keme elektrmontajshısı,false
PROFESSION,7856,,Yo’ldosh aloqasi qabul-uzatish stansiyasi elektromontyori,Йўлдош алоқаси қабул-узатиш станцияси электромонтёри,Электромонтер приемо-передающей станции спутниковой связи,Yóldosh baylanısı qabıl-jetkeriw stanciyası elektromontyori,false
PROFESSION,7857,,Sinov ishlarida xizmat ko’rsatuvchi elektroradiomontajnik,Синов ишларида хизмат кўрсатувчи электрорадиомонтажник,Электрорадиомонтажник по обслуживанию испытаний,Sınaw jumıslarında xızmet kórsatıwshı elektroradiomontajnik,false
PROFESSION,7858,,Antennachi-machtachi,Антенначи-мачтачи,Антенщик-мачтовик,Antennashı-machtashı,false
PROFESSION,7860,,Radio apparatlarini darajalovchi,Радио аппаратларини даражаловчи,Градуировщик радиоаппаратуры,Radio apparatların darajalawshı,false
PROFESSION,7861,,Radioelektron apparatlar va asboblar nuqsonini aniqlovchi,Радиоэлектрон аппаратлар ва асбоблар нуқсонини аниқловчи,Дефектовщик радиоэлектронной аппаратуры и приборов,Radioelektron apparatlar hám ásbaplar nuqsonini aniqlawshı,false
PROFESSION,7862,,Radio detallari zaval’sovkachisi,Радио деталлари завальцовкачиси,Завальцовщик радиодеталей,Radio detalları zaval'sovkashısı,false
PROFESSION,7863,,Lentali o’zaklar tayyorlovchi,Лентали ўзаклар тайёрловчи,Изготовитель ленточных сердечников,Lentali ózaklar tayarlawshı,false
PROFESSION,7864,,Radio detallarining elektrik ko’rsatkichlarini o’lchovchi,Радио деталларининг электрик кўрсаткичларини ўлчовчи,Измеритель электрических параметров радиодеталей,Radio detallarinıń elektrik kórsatkichların ólchovshı,false
PROFESSION,7865,,Mikroelementlarni qabul qiluvchi-nazoratchi,Микроэлементларни қабул қилувчи-назоратчи,Контролер-приемщик микроэлементов,Mikroelementlardı qabıl qılıwshı-qadaǵalawshı,false
PROFESSION,7866,,Radiotelefon aloqasini ta’mirlash ustasi,Радиотелефон алоқасини таъмирлаш устаси,Мастер по ремонту радиотелефонной связи,Radiotelefon aloqasini ońlaw ustası,false
PROFESSION,7867,,Uyali telefon apparatlarini ta’mirlash bo’yicha usta,Уяли телефон аппаратларини таъмирлаш бўйича уста,Мастер по ремонту сотовых телефонных аппаратов,Uyali telefon apparatların ońlaw boyınsha usta,false
PROFESSION,7868,,Kema machta-antennachisi,Кема мачта-антенначиси,Мачтовик-антенщик судовой,Keme machta-antennashısı,false
PROFESSION,7869,,Numeratorlarni ta’mirlash bo’yicha mexanik,Нумераторларни таъмирлаш бўйича механик,Механик по ремонту нумераторов,Numeratorlardı ońlaw boyınsha mexanik,false
PROFESSION,7870,,Elektron texnikasi buyumlari va priborlari montajchisi,Электрон техникаси буюмлари ва приборлари монтажчиси,Монтажник изделий электронной техники и приборов,Elektron texnikası buyımları hám priborları montajshısı,false
PROFESSION,9189,,Katalizatorchi,Катализаторчи,Катализаторщик,Katalizatorshı,false
PROFESSION,7871,,Aloqa jihozlari montajchisi,Алоқа жиҳозлари монтажчиси,Монтажник оборудования связи,Baylanıs úskeneleri montajshısı,false
PROFESSION,7872,,Radioelektron apparaturalar va asboblar montajchisi,Радиоэлектрон аппаратуралар ва асбоблар монтажчиси,Монтажник радиоэлектронной аппаратуры и приборов,Radioelektron apparaturalar hám ásbaplar montajshısı,false
PROFESSION,7873,,Radiotexnik stansiya operatori,Радиотехник станция оператори,Оператор радиотехнической станции,Radiotexnik stanciya operatorı,false
PROFESSION,7874,,Elektroakustik o’lchov operatori,Электроакустик ўлчов оператори,Оператор электроакустических измерений,Elektroakustik ólchov operatorı,false
PROFESSION,7875,,Televizion qabul antennalari radiomontyori,Телевизион қабул антенналари радиомонтёри,Радиомонтер приемных телевизионных антенн,Televizion qabıl antennaları radiomontyori,false
PROFESSION,7876,,Radioelektron apparatlar va priborlarni sozlovchi,Радиоэлектрон аппаратлар ва приборларни созловчи,Регулировщик радиоэлектронной аппаратуры и приборов,Radioelektron apparatlar hám priborlardı sazlawshı,false
PROFESSION,7877,,Indikatorlarni ytig’uvchi,Индикаторларни йтиғувчи,Сборщик индикаторов,Indikatorlardı ytiǵıwshı,false
PROFESSION,7878,,Kvarsli tutqichlarni yig’uvchi,Кварцли тутқичларни йиғувчи,Сборщик кварцевых держателей,Kvarsli tutqichlardı jıynawshı,false
PROFESSION,7879,,Mikrosxemalarni yig’uvchi,Микросхемаларни йиғувчи,Сборщик микросхем,Mikrosxemalardı jıynawshı,false
PROFESSION,7880,,Yarim o’tkazgichli priborlarni yig’uvchi,Ярим ўтказгичли приборларни йиғувчи,Сборщик полупроводниковых приборов,Yarim ótkazgichli priborlardı jıynawshı,false
PROFESSION,7881,,P’yezoelementlar asosida p’yezorezonator va buyumlar yig’uvchisi,Пьезоэлементлар асосида пьезорезонатор ва буюмлар йиғувчиси,Сборщик пьезорезонаторов и изделий на основе пьезоэлементов,P'yezoelementlar tiykarında p'yezorezonator hám buyımlar yiǵuvshısı,false
PROFESSION,7882,,Aloqachi (aloqa elektromontyori),Алоқачи (алоқа электромонтёри),Связист (электромонтер связи),Aloqashı (baylanıs elektromontyori),false
PROFESSION,7924,,Kolbasaning tabiiy po’stini tayyorlovchi,Колбасанинг табиий пўстини тайёрловчи,Изготовитель натуральной колбасной оболочки,Kolbasanıń tábiyiy póstini tayarlawshı,false
PROFESSION,7883,,Avtomatik telefon stansiyasini ta’mirlash va ishlatish bo’yicha aloqachi,Автоматик телефон станциясини таъмирлаш ва ишлатиш бўйича алоқачи,Связист по ремонту и эксплуатации автоматической телефонной станции,Avtomat telefon stansiyasini ońlaw hám ishlatish boyınsha aloqashı,false
PROFESSION,7884,,Telefon stansiyalariga statsionar xizmat ko’rsatish aloqachisi,Телефон станцияларига стационар хизмат кўрсатиш алоқачиси,Связист стационарного обслуживания телефонных станций,Telefon stansiyalariga statsionar xızmet kórsetiw aloqashısı,false
PROFESSION,7885,,Aloqachi-telefonist,Алоқачи-телефонист,Связист-телефонист,Aloqashı-telefonist,false
PROFESSION,7886,,P’yezoelementlarni yopishtitruvchi,Пьезоэлементларни ёпиштитрувчи,Склейщик пьезоэлементов,P'yezoelementlardı yopishtitrıwshı,false
PROFESSION,7931,,Vetsan chiqindilarga ishlov beruvchi,Ветсан чиқиндиларга ишлов берувчи,Обработчик ветсанбрака,Vetsan chiqindilarga islew beriwshi,false
PROFESSION,7887,,Hisoblash texnikasini ta’mirlovchi chilangar,Ҳисоблаш техникасини таъмирловчи чилангар,Слесарь по ремонту вычислительной техники,Esaplaw texnikasini ońlawshı slesar,false
PROFESSION,7888,,Radioelektron apparatura chilangar-mexanigi,Радиоэлектрон аппаратура чилангар-механиги,Слесарь-механик по радиоэлектронной аппаратуре,Radioelektron apparatura slesar-mexanigi,false
PROFESSION,7889,,Aloqachi-chilangar,Алоқачи-чилангар,Слесарь-связист,Aloqashı-slesar,false
PROFESSION,7890,,Sanash-hisoblash mashinalarini ta’mirlash va xizmat ko’rsatish bo’yicha elektromexanik,Санаш-ҳисоблаш машиналарини таъмирлаш ва хизмат кўрсатиш бўйича электромеханик,Электромеханик по ремонту и обслуживанию счетно-вычислительных машин,Sanash-esaplaw mashinaların ońlaw hám xızmet kórsetiw boyınsha elektromexanik,false
PROFESSION,8056,,Nazoratchi -tortuvchi,Назоратчи -тортувчи,Контролер-весовщик,Qadaǵalawshı -tortıwshı,false
PROFESSION,7891,,Radioaloqa elektromexanigi,Радиоалоқа электромеханиги,Электромеханик радиосвязи,Radioaloqa elektromexanigi,false
PROFESSION,7892,,"Signallash, markazlash, blokirovkalash qurilmalari va aloqa vositalari elektromexanigi","Сигналлаш, марказлаш, блокировкалаш қурилмалари ва алоқа воситалари электромеханиги","Электромеханик устройств сигнализации, централизации, блокировки и средств связи","Signallash, markazlash, blokirovkalash qurılmaları hám baylanıs vositaları elektromexanigi",false
PROFESSION,7893,,Radio va televideniye vositalari elektrmontajchisi,Радио ва телевидение воситалари электрмонтажчиси,Электромонтажник средств радио и телевидения,Radio hám televideniye vositaları elektrmontajshısı,false
PROFESSION,7894,,Elektr aloqa elektrmontajchisi,Электр алоқа электрмонтажчиси,Электромонтажник электросвязи,Elektr baylanıs elektrmontajshısı,false
PROFESSION,7895,,Telefon aloqasi va radiolashtirish liniyasi inshootlari elektromontyori,Телефон алоқаси ва радиолаштириш линияси иншоотлари электромонтёри,Электромонтер линейных сооружений телефонной связи и радиофикации,Telefon baylanısı hám radiolashtirish liniyası inshootları elektromontyori,false
PROFESSION,7896,,Simli uzatish va elektraloqa chiziqli qurilmalari elektromontyori,Симли узатиш ва электралоқа чизиқли қурилмалари электромонтёри,Электромонтер линейных сооружений электросвязи и проводного вещания,Simli jetkeriw hám elektraloqa chiziqli qurılmaları elektromontyori,false
PROFESSION,7897,,Qo’riqlash-yong’in oldini olish aloqasi elektromontyori,Қўриқлаш-ёнғин олдини олиш алоқаси электромонтёри,Электромонтёр охранно-пожарной связи,Qóriqlash-yonǵin aldın alıw baylanısı elektromontyori,false
PROFESSION,7898,,Aloqa uskunasi apparatlarini ta’mirlash va ularga xizmat ko’rsatish bo’yicha elektromontyor,Алоқа ускунаси аппаратларини таъмирлаш ва уларга хизмат кўрсатиш бўйича электромонтёр,Электромонтер по обслуживанию и ремонту аппаратуры и устройств связи,Baylanıs úskenesi apparatların ońlaw hám olarǵa xızmet kórsetiw boyınsha elektromontyor,false
PROFESSION,7899,,Elektr qurilmalariga xizmat ko’rsatuvchi elektromontyor,Электр қурилмаларига хизмат кўрсатувчи электромонтёр,Электромонтер по обслуживанию электроустановок,Elektr qurilmalariga xızmet kórsatıwshı elektromontyor,false
PROFESSION,7900,,Er osti qurilmalari va kommunikatsiya aloqalari elektromontyori,Ер ости қурилмалари ва коммуникация алоқалари электромонтёри,Электромонтер подземных сооружений и коммуникаций связи,Jer osti qurılmaları hám kommunikatsiya aloqaları elektromontyori,false
PROFESSION,7952,,Elim uchun xomashyoni qabul qiluvchi,Елим учун хомашёни қабул қилувчи,Приемщик сырья для клея,Elim ushın shiyki zattı qabıl qılıwshı,false
PROFESSION,7901,,Simliuzatish qurilmalari stansiyasi elektromontyori,Симлиузатиш қурилмалари станцияси электромонтёри,Электромонтер станционного оборудования проводного вещания,Simliuzatish qurılmaları stanciyası elektromontyori,false
PROFESSION,7902,,Radiolashtirish stansiya qurilmalari elektromontyori,Радиолаштириш станция қурилмалари электромонтёри,Электромонтер станционного оборудования радиофикации,Radiolashtirish stanciya qurılmaları elektromontyori,false
PROFESSION,7903,,Telegraf aloqasi stansiya qurilmalari elektromontyori,Телеграф алоқаси станция қурилмалари электромонтёри,Электромонтер станционного оборудования телеграфной связи,Telegraf baylanısı stanciya qurılmaları elektromontyori,false
PROFESSION,7904,,Telefon aloqasi stansiya qurilmalari elektromontyori,Телефон алоқаси станция қурилмалари электромонтёри,Электромонтер станционного оборудования телефонной связи,Telefon baylanısı stanciya qurılmaları elektromontyori,false
PROFESSION,7905,,Stansiya radiotelevizion qurilmalari elektromontyori,Станция радиотелевизион қурилмалари электромонтёри,Электромонтер станционного радиотелевизионного оборудования,Stanciya radiotelevizion qurılmaları elektromontyori,false
PROFESSION,7906,,Stansiya televizion qurilmalari elektromontyori,Станция телевизион қурилмалари электромонтёри,Электромонтер станционного телевизионного оборудования,Stanciya televizion qurılmaları elektromontyori,false
PROFESSION,7938,,Qush go’shtiga ishlov beruvchi,Қуш гўштига ишлов берувчи,Обработчик птицы,Qush góshtiga islew beriwshi,false
PROFESSION,8057,,Kupajchi,Купажчи,Купажист,Kupajshı,false
PROFESSION,7907,,"Signalizatsiya, markazlishtirish, blokirovkalash qurilmalari elektromontyori","Сигнализация, марказлиштириш, блокировкалаш қурилмалари электромонтёри","Электромонтер устройств сигнализации, централизации, блокировки","Signalizatsiya, markazlishtirish, blokirovkalash qurılmaları elektromontyori",false
PROFESSION,7908,,Bekonchi,Бекончи,Беконщик,Bekonshı,false
PROFESSION,7909,,Qushxona ishchisi (salloh),Қушхона ишчиси (саллоҳ),Боец скота,Qushxona jumısshısı (salloh),false
PROFESSION,7910,,Oziq-ovqat sanoatida tiqinlovchi-bochkasoz,Озиқ-овқат саноатида тиқинловчи-бочкасоз,Бондарь-укупорщик в пищевом производстве,Azıq-awqat sanaatında tiqinlawshı-bochkasoz,false
